field.pose.pose.position.x, field.pose.pose.position.y
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6031646728516
229.99983215332, -77.6051940917969
229.999801635742, -77.6418991088867
229.999755859375, -77.7186584472656
229.999786376953, -77.8313217163086
229.999801635742, -77.9767913818359
229.99983215332, -78.1524505615234
229.99983215332, -78.3558349609375
229.999862670898, -78.5848236083984
229.999877929687, -78.8376235961914
229.999893188477, -79.1126251220703
229.999893188477, -79.4041519165039
229.999893188477, -79.7031326293945
229.999862670898, -79.9968109130859
229.999893188477, -80.2812805175781
229.999603271484, -80.5532531738281
229.999740600586, -80.8143997192383
229.999481201172, -81.0665740966797
229.995132446289, -81.3182067871094
229.990753173828, -81.5745697021484
229.98796081543, -81.8317031860352
229.985794067383, -82.0840606689453
229.983413696289, -82.329833984375
229.981048583984, -82.5640716552734
229.97883605957, -82.7843856811523
229.976806640625, -82.98974609375
229.974914550781, -83.1804962158203
229.973098754883, -83.3601608276367
229.971374511719, -83.535888671875
229.965911865234, -83.7158660888672
229.955535888672, -83.8971557617188
229.947830200195, -84.0778274536133
229.942474365234, -84.2580184936523
229.937561035156, -84.4377059936523
229.93278503418, -84.6169281005859
229.928192138672, -84.7957077026367
229.923690795898, -84.9740829467774
229.919235229492, -85.1520462036133
229.914794921875, -85.3295745849609
229.910400390625, -85.5066986083984
229.906036376953, -85.6834182739258
229.901657104492, -85.8597564697266
229.897033691406, -86.0448608398437
229.891983032227, -86.2465591430664
229.886505126953, -86.4654693603516
229.880584716797, -86.7020721435547
229.87419128418, -86.9568939208984
229.86735534668, -87.2298202514648
229.86003112793, -87.5217971801758
229.852325439453, -87.8311996459961
229.844207763672, -88.1554489135742
229.83610534668, -88.4837799072266
229.828063964844, -88.8094329833984
229.820053100586, -89.1276321411133
229.812469482422, -89.4402160644531
229.804626464844, -89.7486953735352
229.797088623047, -90.0590972900391
229.789138793945, -90.3767242431641
229.781036376953, -90.7100067138672
229.772537231445, -91.0596542358399
229.763671875, -91.4270172119141
229.75439453125, -91.8110198974609
229.744689941406, -92.2127532958984
229.734558105469, -92.6309127807617
229.724136352539, -93.0624313354492
229.713607788086, -93.4974670410156
229.703216552734, -93.9280853271484
229.693023681641, -94.3491668701172
229.683120727539, -94.7594680786133
229.673446655273, -95.15966796875
229.663879394531, -95.5561599731445
229.654357910156, -95.9515609741211
229.644805908203, -96.3476409912109
229.635269165039, -96.7419509887695
229.625717163086, -97.1366882324219
229.616226196289, -97.5293121337891
229.606735229492, -97.9224014282227
229.597274780273, -98.3135604858398
229.587829589844, -98.7053070068359
229.578414916992, -99.0951919555664
229.568984985352, -99.4856796264648
229.5595703125, -99.8743209838867
229.55012512207, -100.263854980469
229.540771484375, -100.650817871094
229.531478881836, -101.03564453125
229.522186279297, -101.420272827148
229.512756347656, -101.810241699219
229.503143310547, -102.20890045166
229.493240356445, -102.619476318359
229.483016967773, -103.042488098145
229.472457885742, -103.479042053223
229.461700439453, -103.925140380859
229.45085144043, -104.374053955078
229.440093994141, -104.8193359375
229.429473876953, -105.258857727051
229.419021606445, -105.691070556641
229.408721923828, -106.116279602051
229.39860534668, -106.535789489746
229.388488769531, -106.954238891602
229.378280639648, -107.37622833252
229.36784362793, -107.806900024414
229.357162475586, -108.248260498047
229.34619140625, -108.702331542969
229.334899902344, -109.169448852539
229.323272705078, -109.65015411377
229.311447143555, -110.140693664551
229.299530029297, -110.633804321289
229.287689208984, -111.123321533203
229.276016235352, -111.606567382813
229.264511108398, -112.082099914551
229.253219604492, -112.549674987793
229.242065429687, -113.011001586914
229.230926513672, -113.470184326172
229.219863891602, -113.928588867188
229.208801269531, -114.386611938477
229.197769165039, -114.843376159668
229.186706542969, -115.299835205078
229.175735473633, -115.7548828125
229.164733886719, -116.20972442627
229.153762817383, -116.66316986084
229.142807006836, -117.116424560547
229.131896972656, -117.568267822266
229.120986938477, -118.019958496094
229.110107421875, -118.470222473145
229.099227905273, -118.920249938965
229.08837890625, -119.370307922363
229.077392578125, -119.824676513672
229.06623840332, -120.28596496582
229.054870605469, -120.756332397461
229.043273925781, -121.236061096191
229.031494140625, -121.722770690918
229.019683837891, -122.210800170898
229.007965087891, -122.696479797363
228.996322631836, -123.17798614502
228.984786987305, -123.654830932617
228.973388671875, -124.126762390137
228.96208190918, -124.595458984375
228.950759887695, -125.063735961914
228.939346313477, -125.535682678223
228.927764892578, -126.013969421387
228.916091918945, -126.497596740723
228.904373168945, -126.981674194336
228.892730712891, -127.462997436523
228.88117980957, -127.939956665039
228.869766235352, -128.412170410156
228.858474731445, -128.879409790039
228.847244262695, -129.34342956543
228.830871582031, -129.806442260742
228.805526733398, -130.271743774414
228.779846191406, -130.743194580078
228.754974365234, -131.220123291016
228.729095458984, -131.697540283203
228.702453613281, -132.172180175781
228.675506591797, -132.642486572266
228.6484375, -133.108093261719
228.621475219727, -133.568542480469
228.594680786133, -134.024047851563
228.568115234375, -134.474227905273
228.54182434082, -134.919723510742
228.515701293945, -135.361694335938
228.48957824707, -135.803115844727
228.463607788086, -136.242782592773
228.437713623047, -136.679275512695
228.412185668945, -137.111389160156
228.38671875, -137.540832519531
228.361434936523, -137.969924926758
228.330581665039, -138.40234375
228.291015625, -138.839019775391
228.25178527832, -139.27653503418
228.214050292969, -139.712417602539
228.175567626953, -140.148239135742
228.136444091797, -140.58203125
228.096817016602, -141.015701293945
228.057098388672, -141.447692871094
228.017303466797, -141.879592895508
227.977554321289, -142.309555053711
227.932907104492, -142.738571166992
